"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V129.1"
"75";-1.5897794;-0.55955126;-1.2319557;-0.92549976;-1.6558653;-1.3936986;-1.3916551;-1.3932979;-0.88503994;-0.22881038;-1.1612139;-0.83930876;-0.53189626;-0.87779709;-1.1337414;-1.3903419;-0.43724395;-1.1707768;-0.93663331;-0.55886737;-0.56152432;-0.75250291;-0.72603337;-0.95956009;-1.7050584;-0.62665377;-1.2142587;-0.64120631;-1.2573188;-0.35320791;-1.7421315;-0.72713999;-0.033276873;-0.80954673;-0.69505486;-1.2529106;-0.21059569;-0.87381408;-1.5700415;-0.4205703;-0.79013538;0.093526871;0.15369054;-0.18129801;-0.62386227;-0.8683666;0.41257901;-0.38457903;-0.74002655;-1.5230232;0.24449003;0.070695011;-0.88722359;-0.49927612;-0.51382546;0.12873071;-0.23976419;0.19339218;0.1342663;-0.49267034;0.42662678;-0.48927717;0.80954771;-0.18093604;-0.90015009;0.86951324;-0.23669433;0.60983765;0.56752786;0.27942817;0.12940176;0.35927373;-0.018176414;0.35523824;-0.2133511;0.37089644;0.35776756;0.64034838;0.16668404;1.026313;0.52342237;0.38878245;0.96998318;0.67215617;0.27158824;0.5152879;0.85716454;0.36134509;0.8271307;0.68792184;1.0787197;2.0009737;1.1677857;0.85618304;0.74188827;0.27465605;1.8354352;1.2907852;1.5620593;0.93895409;1.3757954;1.4493735;1.5794621;0.42329983;1.7493633;2.147361;0.57644983;1.6496782;1.9862559;1.776872;1.2757296;1.5902402;2.3402848;1.5241301;1.8538165;1.607693;1.2720154;1.341263;-0.42109883;-1.150359;-0.85862169;-1.2413072;-0.13851097;-0.51353348;-0.71394539;-0.47635077;-0.062674423;-0.95666309;2
"472";-0.67220569;-0.29985884;-0.97422776;-1.0530466;-0.78799478;-1.6126504;-0.89592907;-1.3221439;-0.60160268;-0.91954296;-1.1282664;-1.3305487;-0.099108139;-0.64077703;-2.2517719;-0.91398282;-0.16991206;-1.631564;-0.85865991;-1.116811;-0.24064339;-0.88744136;0.11806799;-0.69363297;-1.1802837;-0.67152787;-0.93639794;-0.50550284;-0.93847227;-0.74830576;-0.75070629;-0.8983218;-0.66889811;-0.37649512;0.3299077;-0.024303187;-0.22974246;-0.70131804;-0.047180295;-0.58761738;-0.27976595;-0.89985344;0.42926635;0.083835823;-0.30715734;0.16609808;-0.09917194;0.17446159;1.2915271;0.59052301;-0.23807109;0.74155478;0.8417593;-0.45824343;0.13764365;0.59283332;0.62517212;1.2352462;0.40587332;0.90710365;1.4310806;0.43080115;-0.21067108;0.42195489;0.40216613;1.1581809;0.77825506;0.41695222;1.42947;1.0019233;0.1004983;0.14297579;1.1442809;1.8419639;0.86083251;1.1050056;1.2725995;1.811269;0.96457679;0.47336135;-0.19704396;2.1173378;1.3815961;1.7804362;1.6664984;0.55196468;0.90486178;1.2135484;1.63023;1.0251658;1.5161306;1.4335752;1.0865951;1.6853634;1.3600573;1.7269229;1.8412116;2.514653;1.5147781;1.7420536;-0.7323579;-0.28152887;-1.0526842;-1.4363354;-0.98191469;-0.18662237;-1.2006093;-0.74625564;-0.61000408;-0.99456712;-0.67254802;-1.2379466;-1.1414273;-0.9247621;-0.94340425;-0.72251398;-0.56797462;-0.76444203;-0.90511014;-0.52022445;-0.61440516;-0.24483398;-0.4995632;-1.0979531;-0.47437954;-0.50750639;-0.5901278;-0.842626;2
"274";-0.73889936;-0.69482917;-0.8091521;-0.67558205;-0.36891234;-1.0439454;-0.8469135;-0.5131601;-0.93704245;-1.1444141;-0.41987579;-0.57861168;-1.3555124;-1.1859089;-1.2130238;1.3432985;1.2892685;1.1070815;0.90006297;1.3205407;0.97401477;1.0013734;0.78636422;1.1876892;0.97684716;1.2181538;0.66558481;0.95378572;0.90999925;1.1147514;1.1786725;0.85775577;0.97377459;0.7896531;1.5357568;0.77104187;0.94770332;1.3723505;1.4041662;1.2231363;1.016517;1.3224219;0.90064931;1.1013863;0.76020937;0.75969095;1.4592021;1.1285079;0.97476096;1.1151983;1.1732354;1.4397473;1.0065653;1.1015052;1.0220522;1.027634;0.69625804;0.96703452;1.2526895;0.99610643;1.1996182;1.3057582;1.4423808;0.8317949;1.2286846;1.3997791;1.6870067;1.2222534;0.74614867;1.2539195;-1.2311942;-0.688553;-1.0647504;-0.58900072;-0.57754608;-0.28307743;-0.55366514;-0.79411469;-1.1401699;-1.0895237;-0.51761569;-0.92683309;-1.1237891;-0.77889884;-0.68167426;-0.31319839;0.0065074728;-0.67856785;-0.29218001;-0.93039601;-1.2553093;-1.0983548;-0.51679843;-1.601604;-0.78839153;-0.9617612;-0.53563977;-0.49873489;-0.9821743;-1.076222;-1.238301;-0.61199687;-0.47690258;-1.1364116;-1.2750447;-1.1985087;-0.60753083;-1.2477011;-0.60710362;-0.66389843;-0.38733119;-0.35124583;-0.8515244;-0.45030231;-0.73536212;-1.1165488;-0.74274759;-0.84517919;-1.4065455;-0.86883776;-0.88167079;-1.4393466;-0.37701859;-0.92922483;-1.2881108;-1.1461526;-0.65212779;-0.7198524;1
"874";-1.2490434;-0.92888789;-1.383948;-0.90313501;-0.70689118;-0.064979065;-0.98070735;-1.0345221;-1.058446;-1.1840947;-1.8607563;-1.6385546;-0.85531989;0.033901161;-1.2180789;-1.4067313;-1.3091457;-1.2608424;-0.98450929;-1.2895299;-1.1075546;-0.81182043;-1.1713679;-0.4307694;-0.41765575;-0.83788192;-0.23146023;0.40543871;-0.58454415;-0.60819516;-0.73860209;-0.99125437;-1.8735395;-0.57509882;0.049085744;-0.65469166;-0.30388611;-0.11428881;-0.017176747;-0.44923943;-0.27999474;-0.74995376;-0.41939013;-0.49611894;-0.4434983;-0.13585725;-0.85469117;-0.23142958;-0.32708388;-0.38542869;0.2100281;-0.13824236;-0.036167705;-0.49880281;-0.2186299;-0.43306997;0.15145247;-0.022375134;0.58946687;0.90836234;-0.031899094;0.84358834;0.84476608;0.44253236;0.62925587;-0.2173477;0.42735911;0.46062606;0.15864111;0.36561104;0.71453309;0.18452408;0.63826925;0.23167329;0.99776589;1.4566764;0.35426954;0.90663101;1.2856153;0.96373606;0.81927968;1.3119459;1.1841142;0.8735414;1.1942444;0.98535;1.0712085;1.1029289;1.3690952;1.4925328;0.90025479;1.7809615;0.90960456;1.1680132;1.5457569;0.9068058;1.6147319;1.6426306;1.3557842;1.1951051;1.4699488;1.2612947;1.5587633;1.8921651;2.2726105;1.5923811;1.1538686;0.99110261;1.087778;1.877786;1.3916391;-0.79640248;-0.17795221;-1.2545887;-0.70933601;-0.5035008;-0.97951358;-0.81118548;-1.1286041;-0.59828802;-0.75641817;-0.86183922;-1.208328;-1.1297959;-1.5175332;-1.2124623;-1.1399875;-1.2841694;2
"393";-0.69093794;-0.57700812;-1.3727052;-0.38076982;-1.8026734;-0.90680803;-0.49211112;-1.0440699;-0.63412148;-1.1158869;-0.27923043;-1.1634489;-0.61285079;-1.3125671;-0.33640267;-0.71100151;-1.0519906;0.098542741;-0.68145108;-1.2392649;-0.31467597;-0.92890337;-0.71953853;-0.99398393;-1.6345664;-0.68417765;-0.35542612;2.1464095;2.4510866;1.4844681;2.5052138;1.3789237;1.8939077;1.9430419;1.4291644;0.98859876;2.4807416;2.6090161;0.73354086;1.3813388;1.7814078;1.7760711;1.376913;1.3107404;1.2297481;1.7549278;1.4553143;1.0084343;1.4780331;0.73982539;0.84507649;1.1131284;1.1386636;-0.49163752;0.96459641;0.82954302;0.97699095;0.80481307;0.59240438;0.80940965;0.31482765;0.1807018;0.52553324;0.49422665;0.52247354;0.33311408;0.43590195;0.049917842;-0.27410878;0.44803914;0.68557151;-0.29755725;0.94430552;0.13817769;0.56086732;-0.81433622;-0.11648369;0.2251536;-0.05484694;0.16723404;-0.36138573;-0.63934815;-0.062758022;0.55259752;-0.083019071;-0.12330234;-0.85212606;0.042290375;-0.36705725;0.020473404;-0.9102193;-0.90713681;-0.089591314;-0.76801146;-0.20799206;-0.52598637;-0.081511423;-0.28169292;-0.79399977;-0.60223861;-0.18622681;-0.016189313;-0.40127469;-0.43076001;-0.053858808;-0.53751449;-1.4942684;-0.17128943;-0.83674528;-0.71197616;-1.5207289;-0.30705344;-0.92990385;-0.99947303;-0.92066832;-1.191646;-1.0943546;-0.58490931;-1.1185005;-0.26697137;-1.3270522;-1.3115181;-0.77460825;-0.51411439;-0.70376801;-0.85860668;-0.5888883;-0.55565513;3
"484";0.047749225;-0.95115856;-0.865553;-1.0209241;-0.78211573;-0.92792043;-0.95942674;-0.049141502;-0.25852826;-0.4498158;0.18322975;-0.63694074;-0.41236905;-0.0027479747;-0.2310128;-1.009182;-1.0292452;-0.24546239;-0.56879842;-0.39477832;-1.3788298;-1.217509;-0.66834781;-0.43387639;-1.1153682;-1.1121532;-0.63758985;-1.6299017;-0.060731387;-0.46671975;0.1297666;-0.22168118;-0.45537774;-0.8364089;0.24841425;0.056337351;-0.3472483;0.22739629;0.10685108;-0.12960928;-0.60923371;0.17501531;-0.036040537;0.057240143;1.2079281;-0.096623403;0.019358454;0.31842221;0.73032128;0.12633644;0.57413131;0.55293127;0.70306823;0.78261781;0.76987774;0.76471113;1.1487497;1.4462229;0.62091145;0.82921709;0.17978726;1.7817723;1.2579069;0.17854767;0.82293027;1.5317278;1.6537525;1.8269505;0.74077872;1.3611264;0.66657656;1.8437638;1.3102978;1.4709359;1.4309535;1.219904;1.3101507;2.3352139;1.9293803;1.89381;1.8701777;1.5664982;2.4703763;2.0425388;2.1176107;2.6749243;-0.66189325;-0.83499885;-0.68719332;-0.61290115;-1.1291814;-0.87340625;-0.31777455;-0.92859226;-0.26182295;-0.68499432;-0.81300715;-1.4042265;-0.59721941;-1.2643802;0.055522191;-0.3521179;-0.36120308;-1.0343321;-0.69519956;-0.68275774;-0.17617513;0.017810351;-1.1648698;0.54351612;-1.3881118;-0.15508989;-0.81754669;-0.87724888;-0.3797788;-0.86078839;-1.0651772;-1.281482;-0.80500031;-0.41027381;-0.85778142;-0.75946303;-1.3408868;-0.74166771;-0.760394;-0.65743168;-0.93224789;-0.055058462;2
"887";-1.1327733;-0.75347442;-0.62804106;-0.54868676;-0.7328476;-0.68146816;-0.70040834;-0.81158437;-1.1235534;-0.55558098;-1.3942863;-0.82024246;-0.59667678;-0.36414237;-0.7696382;-0.77626589;1.4260071;1.0272213;0.84669449;1.1882976;1.1979281;0.69990117;1.3201602;0.40346773;1.1720211;0.54528105;0.72931807;1.2371775;1.2239243;1.1234607;1.7713832;1.42444;1.3263393;1.1070768;1.2960973;1.0785273;0.93249651;1.3412287;0.81069627;1.1104269;1.0262048;0.82796295;0.8773033;1.2332863;1.2244019;1.0701516;0.5010018;1.3223179;1.1939986;1.0898358;0.86561971;1.0227607;1.3889737;1.6877398;1.2540896;1.6591159;1.067092;0.81711889;1.3416271;1.2155113;1.3012077;1.3162203;1.189852;0.96325303;1.0699747;1.1665861;1.3487255;1.4127578;0.75685199;-0.45686311;-0.81957278;-1.1497593;-0.62855937;-1.5037871;-0.19719051;-0.78449604;-1.29178;-1.5917892;-1.0549718;-0.76458145;0.10865261;-0.77182834;-1.1552141;-0.96275123;-0.29919217;-1.2054211;-1.5115632;-0.93025568;-0.78654317;-0.3707234;-1.0142145;-0.67351825;-0.49774713;-0.44161361;-0.4732541;-0.75092083;-0.67074153;-1.2203127;-1.6662788;-0.63520577;-0.42062174;-0.99240624;-0.73943172;-0.73915555;-0.64140693;-1.2359132;-0.50398229;-1.1218693;-1.0596463;-0.94762469;-0.49222797;-0.32942134;-0.26657184;-1.3577275;-0.53402791;-0.71132691;-0.69514094;-0.75349001;-0.41034979;-0.40630261;-0.90080079;-0.7575852;-1.0457014;-0.64469935;-0.66873847;-0.78431297;-0.76560341;-1.0633611;1
"96";-1.27827;-2.3315155;-1.7132152;-2.349414;-2.2232841;-2.5041002;-1.7458673;-1.6388108;-2.3417966;-2.3913179;-1.7824794;-2.2049201;-2.3173813;-1.2572716;-1.7617196;-2.2212789;-2.7317763;-2.1643078;-0.0053035307;0.49182113;0.6178989;0.22637786;0.52253223;0.18499748;0.67373317;0.48496714;0.95429847;0.98556047;0.382308;-0.061604781;0.67898422;0.50794409;1.1711247;-0.55072476;-0.18773835;1.2672051;-0.01792326;-0.46740509;0.20964838;0.48946388;0.46714054;0.165433;0.79987346;0.31020951;0.36478167;0.30025197;0.2078338;0.84249827;0.74000634;0.60646652;0.78173822;0.79943274;-0.27246861;-0.19305426;1.3610407;1.0975671;0.62306992;0.80698115;0.42540697;0.23901696;0.15119841;-0.21924275;0.20329984;0.48136683;0.96542737;-0.31092622;0.9335589;-0.19880279;0.7972833;0.11246342;-0.068123104;1.3089324;0.79566985;0.26054284;0.85732093;0.28294445;0.65108053;0.33942225;0.77372279;0.61695603;0.76010258;0.31538746;1.3245719;0.30041104;0.36173096;0.51493484;0.018701894;0.24453581;0.38065053;0.53933506;0.66641835;0.050906159;0.45050141;0.037527641;-0.051754426;0.78859375;0.55599171;0.7296258;-0.50399024;-0.43399269;0.23153937;0.32374835;0.43927257;-0.12067512;0.93729177;0.28604071;0.3502834;-0.49169268;0.46651787;0.77248545;0.4725495;0.28489787;0.54619884;0.50876487;0.64255774;0.58884444;0.30880928;0.27926531;-0.004269577;0.56539998;0.3890735;0.66692824;0.42746654;0.21802635;-1.542014;-1.8669749;-2.0112538;-1.5260315;1
"259";-0.71425468;-1.1730797;-0.34672683;-1.2052806;-0.93844174;-0.79855563;-1.7082459;-0.25805394;-0.70915258;-0.94702618;-0.044091146;-0.6298573;-0.52976541;-1.2679386;-0.5723076;-0.051172138;-1.1381427;2.1608148;2.6167183;1.717865;2.9880188;1.7237606;2.4572451;1.2872125;1.3519357;2.0340701;0.45199569;1.8462315;1.3508354;1.63551;1.3187556;0.91739479;1.0304045;1.6194377;0.95280589;1.0572994;0.36657995;1.2119956;1.4159298;0.36184534;0.86795061;0.74786089;1.3389626;0.59104286;1.9112452;-0.020687818;0.41843296;0.1411406;1.09533;1.2592997;0.33241443;1.0041849;0.55935535;0.29535408;0.64632463;0.41078902;0.6895567;-0.35090498;0.86333167;0.58192;-0.1552354;1.0473323;0.91451338;0.10854596;0.083099988;0.88649261;-0.15218174;1.03444;-0.1833364;0.18589324;-0.01958888;-0.3728551;-0.65772423;-0.0081904119;-0.53024571;-0.26271668;-0.74786761;0.39407657;0.67157539;-0.8996338;-0.72501089;-0.80456739;-0.40949391;-1.2282822;0.0088892782;-0.13593131;-0.77577118;-0.53794488;-0.71416267;-0.4566732;-1.5054627;-0.43270236;-1.0408057;0.07079416;-0.94880579;-1.4154493;-0.74929986;-0.93637556;-0.27256419;-1.2243053;-1.0193926;-0.84441198;-1.157638;-0.68744006;-1.1851348;-0.96516179;-0.6809002;-0.98792897;-0.42631025;-1.0218259;-0.6274931;-1.0044288;-0.15093539;-1.6885723;-0.51691415;-0.678504;-0.62071947;-0.69114697;-0.37354291;-0.3944677;-0.33942364;-0.67049686;-0.71731629;-0.75859384;-0.74995388;-0.81735672;-1.0056839;-0.54624723;3
"489";-0.78863569;-0.95581928;-1.0476012;-0.80411814;-1.1113992;-1.0464129;-1.6623219;-1.2280467;-1.5599719;-0.49733876;-1.1047424;-0.71981144;-1.3264864;-0.76849096;-1.6989614;-1.4293693;-0.67708988;-0.26558263;-0.82220854;-1.09675;-1.5236534;-0.62208698;-2.0118938;-0.49865376;-1.721633;-0.55981555;-0.9874607;-0.90861477;-0.74320161;-1.4302914;-1.0227223;-0.89089919;0.073587533;-0.50699748;-1.105412;-0.95652678;-1.1320525;-1.2059763;-0.36713354;-0.51329044;-0.32220328;-0.17238037;-0.34817062;-0.33226282;-0.14546378;-0.92506218;-0.87493575;-1.0461854;-0.79564933;-0.89505631;-0.40834068;-1.0289406;0.092859092;-0.083673179;0.77377755;-0.89480657;0.60419545;-0.84198534;0.013661281;0.12137049;0.15807239;-0.4443469;-0.059023576;0.23267788;-0.43805546;-0.32851967;-0.34701358;0.41989677;0.60093223;0.57203392;1.1404003;-0.32560139;0.54258618;0.058155644;0.22987094;0.75235737;0.2934955;0.86733223;0.73294764;-0.32300364;0.38131597;0.60989171;0.14607305;0.92331125;0.70972151;0.98039312;0.012442576;0.9627545;0.19267575;0.45104902;0.030830657;0.76477121;0.91972908;1.1901697;0.73123817;0.60640196;1.1442423;0.0014001122;0.45069495;1.168913;1.6698495;1.4677395;0.73981571;0.55960699;1.3090972;2.1421249;0.75715122;0.74321834;1.3466911;1.1396121;1.063761;1.012962;1.4103786;1.8194641;1.0753382;1.1511378;1.1568117;1.5578414;2.4609372;1.1914396;1.5580175;2.9106317;1.4502829;1.715869;-0.35022184;-0.98158316;-0.87326579;-1.1627837;2
"909";-1.5926021;-0.73494927;-0.22872847;-1.7273784;-0.98217825;-2.0964463;-0.91068796;-0.99594311;-0.91135051;-1.2752728;-0.61632456;-1.0475759;-0.21043337;-1.1340559;-0.81905817;-1.3258892;-1.4620829;-0.48525641;-0.85059902;-1.3649176;-0.68803995;-1.4107259;-1.7355589;-1.353339;-1.1733478;-1.7348158;-1.3913984;-2.4107034;0.22719184;-0.51996613;-0.72432964;-1.1934327;-1.0455581;-0.44575888;-0.76003854;-1.612255;-1.3465824;-0.70033033;-0.87453435;-1.2335273;-0.65163577;-0.81602889;-0.039750491;-0.88027978;-0.47766158;-1.1204759;-0.69388494;-0.31971461;-0.66729549;-0.37540166;-0.42037637;0.14111354;-0.76944513;0.049441101;0.038944686;0.25665713;-0.39006028;-0.015104461;0.10379459;0.45845951;0.42408961;-1.0721056;-0.90696158;0.61587331;0.76361244;-0.45460144;0.32850698;0.24389885;0.58388023;-0.015064436;-0.10464477;-0.03761059;0.3278855;-0.19517223;-0.0014653737;0.47518835;1.0802944;0.32962731;-0.21375384;0.88470691;-0.0074416158;0.020837039;0.74223158;0.45073696;0.64566118;-0.33992074;0.74343371;0.60111434;0.60185918;0.97457492;0.20856608;0.61392558;0.52633682;0.67582611;1.2700118;0.51434242;0.46542505;1.2421139;1.3564611;0.26410498;0.82544805;0.8230769;1.0053122;1.0770201;1.5159271;1.9283568;0.882679;0.044877534;1.0731549;1.5425602;1.9503184;1.1635785;0.81512004;1.1798583;1.0987246;1.764171;1.5318779;1.0047964;1.1826495;1.4020963;1.4276211;0.9469916;1.3119418;1.6252506;1.3343129;1.0312121;1.8575443;1.5146231;2
"689";-0.51722025;-0.95963401;-1.1520425;0.097329591;0.076108528;-0.71123498;-1.3441635;-1.2710478;-0.95862167;-0.16658594;-0.22838383;-0.76033706;-0.81730085;-0.45041808;-0.3620366;-0.44242988;-0.54283665;-0.95657381;-0.78436859;-0.34637842;-0.8055789;-0.078314979;-1.1981561;-0.61999327;-0.0060570825;-1.4158086;-0.099434795;-0.76265734;-0.86081048;0.016006673;-0.31710132;-0.51738542;0.19947906;-0.38905903;-0.68775552;0.32645059;0.35178168;0.090984472;-0.97467643;0.68570169;0.31392893;-0.04514158;0.19336622;0.22407374;0.60279003;0.36564845;0.76129844;0.90751393;0.41761748;0.45628203;1.0062131;0.64401727;0.73079891;0.64221992;0.88085264;1.456638;-0.12197898;1.6234651;1.3058368;1.7524844;1.7051909;1.4476011;1.0919243;1.5009245;1.1783404;1.8658443;1.2572733;1.4378753;2.4461179;1.0250999;2.46543;1.5920097;1.4559186;1.9332049;2.705283;2.0523124;2.0700812;2.2414226;2.8431804;-0.16605458;-1.0624148;-0.55485144;-0.14674729;-0.30671615;-0.76897948;-0.81453569;-0.54219696;-0.42981134;0.0081295562;-0.060713214;-1.3946385;-0.88874441;-0.75695854;-0.34471952;-0.7652667;-0.26597046;-1.186435;-0.65612764;-0.60558938;-0.65765513;-1.0109686;-0.95996433;0.27680919;0.00348571;-1.153843;-0.26256161;-0.93048925;-0.65649971;-0.8362929;-0.70745956;-0.22991826;-0.34913605;-0.64802986;0.067709702;-0.68542901;-0.096226824;-1.4135223;-0.49562168;-0.029686943;-0.84601657;-0.33873488;-1.2252395;-0.52047735;-0.96804639;-0.18454047;-1.027469;-0.86651299;-0.310719;2
"820";-0.52172811;-1.2830405;-1.1497158;-0.89063609;-0.52507423;-1.358841;-0.60953138;-0.6683649;-0.78804133;-0.26822955;0.091634248;-0.68043274;-1.2820843;-0.48308648;-0.34035663;0.63745033;-0.49986487;0.65271364;-0.61284309;-0.77672357;-0.39465791;-0.74464487;-0.81629989;-0.46243918;0.23463229;-0.19467915;-0.34227504;-0.33709871;-0.63006131;-0.039498942;-0.077369414;0.57114184;-0.40501785;0.38094157;0.078362079;0.26050264;0.74106818;0.27917973;-0.52152123;0.012070339;1.0095804;0.30147247;1.1817036;1.0249013;1.4249402;0.34234431;0.33100348;1.2146387;1.031397;0.77542967;0.56057109;0.5696252;0.81907057;1.0848792;1.3770164;1.6766271;1.1022465;0.66493365;1.684334;1.3795448;1.6213855;1.3382843;1.8061819;0.7423674;1.865439;2.5875399;1.8589472;1.5858401;1.5505869;2.7373307;1.6639004;1.2751108;2.2064886;1.9589175;2.5217263;-0.68006717;-0.76516688;-0.80249879;-0.62060608;-0.71017501;-0.088258851;0.33774277;-0.96464951;-0.53556891;-1.4325004;-1.3749376;-1.1481432;-0.18717845;0.097570112;-0.35383837;-0.83034692;-1.4196074;-0.20647816;-0.54121567;-1.0699246;-1.1307442;-0.48834092;-1.2281232;-0.2932527;-0.54859998;-0.84476696;0.3055491;-1.2291701;0.095033231;0.23119057;-0.18184989;-1.2732152;-0.90278329;-0.61598035;-1.2820891;-0.91513787;-1.2420032;-0.46681635;-0.90553496;-0.38829385;-1.2697255;-0.61444462;0.12492528;0.24801032;-1.6408011;-0.2064425;-0.590121;-0.27202473;-0.80663463;0.030732681;-0.35710232;-0.061056174;-1.0963824;2
"500";-1.2415265;-1.0885316;-0.45282734;-0.33497544;-0.4334078;-0.83492948;-0.5621927;-0.71981286;-0.34987418;-0.86369103;-0.19474496;-0.56737488;-0.30393551;-0.77003288;-0.42291042;-0.79231035;-0.10424874;-0.47129428;-0.64798058;-0.46681293;-0.97771185;-0.45692353;-0.24212267;-1.3512728;-0.32050602;-1.1454913;0.0035170656;-0.0206302;0.98764164;0.69618156;-1.0968535;-0.6283936;0.49470415;-0.39869533;-0.17271603;-0.067742481;0.11503895;0.12666394;1.0268471;-0.063408266;-0.29027967;-0.6546251;0.20372304;0.94707525;0.46786204;0.66403467;1.1746815;0.3422896;1.2980667;1.179371;0.37185773;1.0065175;1.4914322;1.6092886;1.4399989;1.4380064;2.14558;1.653711;1.3074;0.48853667;2.3470195;1.4504435;2.0663824;1.8386513;1.9771759;1.5482413;1.691582;2.1328438;3.0044691;2.4642558;2.6913865;1.8761363;1.7680971;-0.51797903;-0.96875949;0.47104179;-1.0044134;-1.1119825;-0.39674664;-0.52861751;-0.52593001;-0.28120048;-0.56873869;-1.6111084;-0.10653482;-0.5930136;-0.92499995;-0.90271461;-0.4608858;-0.83536004;-0.15736569;-0.49573711;-0.40408527;-1.1742601;-0.018689169;-0.21514702;-0.050799004;-0.24916454;-0.57244677;-0.35931941;-0.66573709;-0.13256267;-0.14015941;-0.47900168;-0.77786588;-0.73923937;0.25283812;-1.0194287;-0.96435354;-0.30117425;-0.30544805;-0.89626329;-0.80099372;-0.56344302;-0.89518674;-1.2374473;-0.26528463;0.28298381;-0.38423588;-0.68546401;-1.3708626;-0.41342685;-0.91298951;-0.3647861;-0.7330539;-0.28706282;-0.18059209;-0.4807268;2
"523";-0.54647564;-0.90957879;-1.7892224;-0.36358672;-0.55008252;-0.77915073;-0.12583643;-0.47903984;-0.09708819;-0.69266733;-0.61475049;-1.2049675;-0.61091336;-0.29569923;-1.038792;-0.50434782;-1.3798785;-1.0536956;-1.2221221;-0.21868638;-1.1224189;-1.9157611;-1.0530013;-0.43566119;0.12284686;-1.0194543;-0.27941211;-0.055028402;-0.75390531;-0.035201946;-0.38003725;0.41871736;-0.66899579;-0.69391335;-0.5807506;0.012697194;-0.98372644;-0.23614728;0.22616134;0.092856634;-0.084990816;-0.91989393;0.63425205;-0.29131581;-0.20182884;-0.47609846;0.63599748;0.16529076;0.70246778;0.77055407;0.090076247;-0.035880475;0.39368559;0.56487946;0.98681479;0.93077824;1.262282;0.66910829;0.40105633;0.90121785;0.018477593;0.65629867;1.0424837;1.066977;0.90927564;1.3341645;1.418926;1.1767489;1.0853275;0.93245615;1.5719958;0.58435179;1.7810294;1.5595329;0.54648587;1.3871487;1.5099219;1.3952362;0.61220583;2.0510975;2.598076;1.9037751;1.6133056;2.4022784;1.7270347;1.920901;2.6086612;1.7481457;2.3740909;-0.13926274;-1.3688236;-0.6117452;-0.46852315;-0.56720776;-0.36853708;-0.4702001;-0.46397732;-1.2896164;-0.91888624;-0.96808788;-0.10573987;-0.65151271;-1.1286475;-0.61746625;-0.17093549;-0.62367418;-0.71926099;-1.4494196;-1.679877;-1.0470476;-0.50052554;-0.45038003;-0.65808188;-0.099913779;-1.0660464;-0.53990045;0.18892595;-0.54177992;0.047923747;-0.32685433;-0.92121345;-0.86383336;-0.58694477;-1.1422263;-0.26718152;-0.62076052;-0.45176194;-0.18914223;2
"629";-1.5227154;-1.0770779;-1.1251672;-1.1363526;-1.0655729;-0.71103004;-1.5325047;-1.2411181;-1.3033151;-1.5063478;-1.4378355;-0.6931903;-0.82512977;-0.71738472;-0.98006691;-1.696804;-0.92132873;-1.7683617;-1.1579086;-0.51906782;-1.42887;-0.82683009;0.98724598;0.48516429;0.87625689;1.4761341;0.48456206;1.3360216;1.2280642;1.3197396;1.1999049;0.43360875;0.70152889;0.77939165;0.56558069;0.76192912;0.95258768;0.43810308;0.97041085;0.91483583;1.1886689;0.254904;0.64656249;0.84783764;1.1133903;0.85981657;1.4326051;0.76413614;0.19671127;0.89399157;0.69191611;1.3568064;0.71865982;1.0335955;0.82088296;1.1236658;0.52113947;0.49303209;0.73573267;0.51998074;1.0041906;0.33295523;0.55304958;0.79895512;0.87719057;1.1650961;1.1538259;0.78819382;0.68199266;0.9191582;0.84836066;0.92278877;0.39503611;1.2795076;0.7348131;0.90144959;0.85226079;1.0070605;0.23674747;1.1344117;0.58299766;0.75716549;0.38389545;0.68660804;1.1360825;0.71675525;1.1272979;0.55508069;0.62573047;1.2723735;1.0652194;0.4591702;0.92499127;1.2463357;-0.43563301;-1.1182031;-1.4781606;-0.61963174;-1.0077222;-0.90892468;-1.2987198;-0.77990724;-0.98598491;-0.98260242;-0.9966637;-1.2874601;-1.4446985;-0.80008593;-0.94916768;-0.85907956;-0.78517882;-0.8195349;-0.83348996;-0.83562209;-1.3874723;-0.95768054;-1.2919519;-0.83555821;-1.5578998;-1.5477361;-1.1701436;-1.1408027;-1.0122533;-1.1565481;-0.80011923;-1.1471574;-0.89354091;-0.93253854;1
